Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HFKC;AFKC;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;IWH;IWD;IWA;PSH;PSD;PSA;WHH;WHD;WHA;VCH;VCD;VCA;Bb1X2;BbMxH;BbAvH;BbMxD;BbAvD;BbMxA;BbAvA;BbOU;BbMx>2.5;BbAv>2.5;BbMx<2.5;BbAv<2.5;BbAH;BbAHh;BbMxAHH;BbAvAHH;BbMxAHA;BbAvAHA;PSCH;PSCD;PSCA
B1;16.02.2019;Waasland-Beveren;KAA Gent;2;1;H;1;0;H;9;17;3;11;18;26;2;6;5;3;1;0;May.25;4;1.Haz;May.25;4.Oca;Oca.62;4.Eyl;3.Eyl;1.Haz;Nis.94;Nis.52;Oca.61;5;4.Þub;Oca.57;May.25;4;Oca.62;30;May.25;5;Nis.52;4.Tem;Oca.67;Oca.62;28;1.Eyl;Oca.82;2.Nis;Oca.96;17;1;1.Aðu;Oca.74;Þub.16;2.Oca;May.29;5.Mar;Oca.54
B1;16.02.2019;SV Zulte-Waregem;Sint-Truidense VV;1;1;D;0;0;D;14;7;9;3;18;15;7;5;3;1;0;0;2.May;3.May;3.Nis;2.May;3.Aðu;3.Mar;2.May;Mar.55;Mar.15;Þub.13;Mar.83;Mar.25;2.May;3.Tem;3.Þub;2.Oca;3.Tem;3.Þub;31;Þub.15;2.Aðu;Mar.83;Mar.65;3.Nis;Mar.23;29;1.Tem;Oca.64;Þub.27;Þub.21;15;-0.25;Oca.92;Oca.84;2.Þub;Oca.97;2.Haz;Mar.96;3.Nis
B1;17.02.2019;Royal Antwerp FC;RSC Anderlecht;0;1;A;0;0;D;7;3;2;2;24;20;6;7;4;1;0;0;2.Tem;3.Nis;2.May;Þub.65;3.May;2.Haz;Þub.55;3.Mar;2.Haz;Þub.64;Mar.49;Þub.69;2.May;3.Mar;2.Tem;2.Haz;3.Nis;Þub.63;30;2.Tem;2.Haz;3.May;Mar.33;Þub.72;Þub.64;28;2;Oca.94;1.Eyl;Oca.84;15;0;Oca.95;Oca.89;2;Oca.92;Þub.47;Mar.53;Þub.92
B1;17.02.2019;Club Brugge KV;KRC Genk;3;1;H;2;0;H;8;6;6;6;25;23;5;4;0;0;0;0;Þub.37;3.Nis;Þub.87;2.May;3.Haz;2.Tem;2.Nis;Mar.45;2.Tem;2.May;Mar.61;Þub.78;2.Nis;3.May;2.Tem;2.Nis;3.Haz;Þub.75;31;Þub.51;Þub.44;Mar.61;Mar.48;Þub.87;Þub.72;30;Oca.75;1.Tem;2.Þub;2.Kas;15;0;Oca.85;1.Aðu;2.Aðu;2.Þub;Þub.27;Mar.51;Mar.27
B1;17.02.2019;Royal Excel Mouscron;KSV Cercle Brugge;3;0;H;0;0;D;13;3;6;3;16;17;1;3;2;3;0;0;1.Aðu;Mar.75;4.Þub;Oca.78;3.Tem;4.Haz;Oca.75;3.Tem;Nis.25;Oca.79;4;Nis.31;Oca.75;3.Aðu;4.Þub;Oca.75;Mar.75;4.Nis;31;1.Aðu;Oca.77;4;Mar.74;4.Haz;4.Mar;29;Oca.86;Oca.81;2.May;Oca.97;15;-0.75;2.Aðu;Oca.99;Oca.88;Oca.82;Oca.85;4.Aðu;4.Oca
B1;22.02.2019;KAA Gent;Standard de Liège;2;1;H;2;0;H;14;9;8;5;18;13;3;4;2;5;0;0;Þub.25;3.May;3.Oca;Þub.25;3.Haz;3.Oca;2.Þub;3.May;2.Eyl;Þub.26;Mar.84;3.May;2.Þub;3.Haz;3;Þub.25;3.Haz;3;35;Þub.31;Þub.23;Mar.84;3.Haz;3.Oca;Þub.99;32;Oca.67;Oca.62;Þub.45;Þub.26;19;-0.25;2.Mar;Oca.95;Oca.92;Oca.87;Þub.23;3.Eyl;3.Haz
B1;23.02.2019;KSV Cercle Brugge;KV Oostende;2;2;D;0;0;D;13;13;6;6;15;14;9;1;1;2;0;1;2.Oca;3.May;Mar.25;2.Oca;3.May;3.May;2.May;3.Nis;Mar.35;Þub.14;Mar.43;Mar.57;2.May;3.May;3.Nis;2.Oca;3.May;3.Nis;34;Þub.16;2.Eyl;3.Haz;Mar.43;Mar.57;Mar.41;32;1.Aðu;Oca.75;Þub.13;2.Nis;18;-0.25;Oca.85;Oca.81;2.Aðu;2.Oca;Þub.24;3.May;Mar.34
B1;23.02.2019;KAS Eupen;SV Zulte-Waregem;2;3;A;1;1;D;11;20;5;9;25;15;7;9;3;3;0;1;Þub.45;Mar.75;2.Haz;Þub.55;3.Haz;2.Haz;Þub.45;3.May;2.Haz;Þub.55;Mar.74;Þub.65;Þub.45;3.Haz;2.Haz;2.May;3.Haz;Þub.63;33;Þub.55;2.May;Mar.75;Mar.56;2.Tem;Þub.63;31;1.Tem;Oca.64;2.Mar;2.Þub;18;0;1.Eyl;Oca.85;2.Þub;Oca.97;Þub.29;Mar.86;Þub.97
B1;23.02.2019;Royal Excel Mouscron;Sporting Lokeren;1;0;H;0;0;D;9;6;2;3;16;14;10;2;2;0;0;0;Oca.61;Mar.75;May.75;Oca.67;3.Aðu;May.25;Oca.65;Mar.75;Nis.85;Oca.68;Mar.97;5.Oca;Oca.65;3.Aðu;5;Oca.65;3.Eyl;5;34;Oca.71;Oca.67;Mar.97;Mar.81;May.75;5;32;Oca.87;Oca.79;2.Aðu;2;20;-1;Þub.23;Þub.16;Oca.75;Oca.69;Oca.63;Nis.15;May.49
B1;23.02.2019;Waasland-Beveren;KV Kortrijk;2;6;A;0;2;A;4;13;2;9;19;19;5;4;0;4;0;0;3.Haz;3.May;2;3.May;3.May;2.Oca;Mar.35;3.Nis;2.May;Mar.46;Mar.57;Þub.13;3.Nis;3.May;2.May;3.Nis;3.May;2.Oca;33;3.Haz;Mar.41;3.Haz;Mar.46;Þub.15;2.Eyl;31;Oca.91;Oca.82;2.Haz;Oca.97;17;0.25;2.Tem;2.Oca;Oca.85;Oca.81;4.Nis;Mar.58;Oca.97
B1;24.02.2019;RSC Anderlecht;Club Brugge KV;2;2;D;1;1;D;13;8;9;5;15;16;7;4;1;3;0;0;2.Aðu;3.Nis;2.Nis;Þub.75;3.Haz;Þub.45;Þub.75;3.Mar;Þub.45;Þub.79;Mar.51;Þub.54;Þub.75;3.Nis;2.Nis;Þub.88;3.Nis;2.Nis;33;Þub.88;Þub.77;3.Haz;3.Nis;Þub.57;Þub.46;31;Oca.88;Oca.82;2.Þub;Oca.96;18;0;2.Kas;2.Mar;Oca.85;1.Aðu;3.Ara;Mar.57;Þub.32
B1;24.02.2019;KRC Genk;Royal Antwerp FC;0;0;D;0;0;D;14;7;7;3;15;17;10;2;2;5;0;0;Oca.61;4;5;1.Haz;3.Eyl;May.75;1.Haz;3.Aðu;5.Mar;Oca.67;Mar.68;May.79;1.Haz;3.Aðu;5.May;1.Haz;4;5.Nis;33;Oca.67;Oca.62;4.May;Mar.82;6.Oca;May.42;31;Oca.84;Oca.77;2.Oca;2.Oca;18;-1;Þub.21;2.Kas;Oca.85;Oca.73;Oca.77;Mar.56;5.Mar
B1;24.02.2019;Sint-Truidense VV;Sporting de Charleroi;3;1;H;2;1;H;11;11;6;5;10;23;4;8;0;2;0;0;2.Þub;3.May;3.Oca;Þub.25;3.Nis;3.Þub;Þub.15;3.Mar;Mar.15;Þub.22;Mar.51;Mar.32;Þub.15;3.Nis;3.Þub;2.Þub;3.Nis;3.Þub;33;Þub.36;Þub.22;Mar.51;Mar.37;Mar.32;Mar.17;31;Oca.95;1.Eyl;Oca.95;Oca.87;17;-0.25;Oca.97;Oca.91;Oca.97;Oca.92;Þub.38;Mar.63;Þub.98
B1;1.03.2019;Standard de Liège;Royal Excel Mouscron;1;1;D;0;0;D;11;12;8;7;16;19;7;3;2;3;0;0;Oca.57;4.Þub;May.25;Oca.65;4.Oca;May.25;1.Haz;3.Eyl;Nis.95;Oca.64;4.Mar;May.57;Oca.57;3.Eyl;5.May;1.Haz;4.Oca;May.25;33;Oca.66;Oca.62;4.Þub;Mar.97;May.58;5.Þub;30;Oca.71;Oca.68;Þub.25;Þub.15;19;-1;Þub.18;2.Haz;Oca.85;Oca.78;Oca.58;4.Oca;Haz.43
B1;2.03.2019;Sporting de Charleroi;KRC Genk;1;1;D;0;1;A;9;11;6;4;18;22;4;8;3;1;0;0;Mar.75;3.Haz;1.Eyl;4;3.Aðu;Oca.87;3.Aðu;3.Haz;Oca.85;4.Nis;Mar.77;Oca.89;3.Aðu;3.Haz;Oca.88;3.Aðu;3.Tem;Oca.91;33;4.May;Mar.89;3.Aðu;Mar.66;Oca.96;Oca.89;32;1.Aðu;Oca.73;Þub.16;2.Aðu;19;0.5;2;Oca.93;Oca.97;Oca.89;4.Oca;Mar.79;Oca.92
B1;2.03.2019;Club Brugge KV;Sint-Truidense VV;1;0;H;0;0;D;11;8;7;0;17;19;9;4;2;6;0;0;Oca.33;May.25;8;Oca.34;5.May;Aðu.25;Oca.36;4.Aðu;7.Þub;Oca.36;May.14;Aðu.14;Oca.33;5;8.May;Oca.33;5.Þub;8.May;34;Oca.41;Oca.36;5.May;Nis.99;8.May;Tem.91;31;1.Haz;Oca.54;Þub.55;Þub.41;21;-1.5;2.Tem;2.Oca;Oca.87;Oca.81;Oca.36;May.38;8.Eyl
B1;2.03.2019;KV Kortrijk;KSV Cercle Brugge;2;1;H;0;1;A;14;14;7;3;15;18;8;6;3;2;0;0;1.Haz;4.Þub;5;Oca.62;Nis.33;5;Oca.63;4.May;4.Tem;Oca.65;Nis.41;Nis.76;1.Haz;4.Þub;4.Aðu;Oca.62;4.Þub;5;34;Oca.67;Oca.63;Nis.41;Nis.17;5;Nis.78;31;Oca.65;1.Haz;2.Nis;2.Mar;21;-1;Þub.19;2.Oca;1.Aðu;Oca.74;Oca.66;Nis.39;Nis.84
B1;2.03.2019;KV Oostende;Waasland-Beveren;1;1;D;0;0;D;13;19;7;9;18;9;8;7;3;0;0;0;Oca.75;3.Aðu;Nis.33;Oca.78;3.Eyl;4.Nis;Oca.75;3.Tem;Nis.15;1.Aðu;Mar.95;Nis.28;Oca.75;Mar.75;Nis.33;Oca.75;3.Aðu;Nis.33;33;Oca.82;Oca.78;4;Mar.81;4.Nis;Nis.25;32;Oca.76;Oca.71;2.Þub;2.Kas;18;-1;Þub.49;Þub.41;1.Haz;Oca.56;Oca.85;Mar.43;Nis.94
B1;3.03.2019;Royal Antwerp FC;KAS Eupen;2;1;H;0;0;D;14;6;7;5;20;21;7;4;4;2;0;0;Oca.55;4;May.75;Oca.55;4.Oca;Haz.25;Oca.57;3.Aðu;5.Haz;Oca.58;3.Eyl;Haz.29;Oca.55;Mar.75;6.May;Oca.57;3.Eyl;6;31;Oca.62;Oca.57;4.Oca;Mar.86;6.May;6.Mar;29;2;Oca.93;Oca.91;Oca.86;19;-1;2.May;2.Oca;Oca.87;Oca.81;Oca.43;Nis.75;Tem.51
B1;3.03.2019;Sporting Lokeren;RSC Anderlecht;1;2;A;0;1;A;6;7;4;4;16;14;8;11;1;3;0;0;May.25;4.Þub;Oca.57;May.75;4.Oca;Oca.57;5.Þub;Mar.95;Oca.57;May.64;Nis.16;Oca.59;5.May;4;Oca.57;5.Nis;4.Oca;1.Haz;31;May.75;May.42;4.Þub;4.Tem;Oca.63;Oca.58;30;1.Aðu;Oca.73;Þub.16;2.Aðu;19;1;Oca.87;Oca.82;2.Kas;2.Oca;May.57;Nis.32;1.Haz
B1;3.03.2019;SV Zulte-Waregem;KAA Gent;1;3;A;1;1;D;13;13;5;6;21;21;3;3;1;2;0;0;3.Mar;3.Aðu;2;3.Haz;3.Aðu;Oca.95;Mar.35;3.Tem;Oca.95;Mar.45;4.Oca;2;3.Nis;3.Aðu;Oca.95;3.Nis;3.Aðu;2;33;3.Haz;3.Nis;4.Oca;Mar.78;2.Haz;Oca.99;31;1.Haz;Oca.53;2.Haz;Þub.46;18;0.5;Oca.88;Oca.83;2.Nis;Oca.99;Mar.32;4.Mar;2.Tem
B1;10.03.2019;RSC Anderlecht;KV Kortrijk;2;0;H;1;0;H;9;5;4;5;16;19;8;5;0;2;0;0;1.Haz;Nis.33;Nis.75;Oca.62;Nis.33;5;1.Haz;4.May;Nis.85;Oca.65;Nis.18;5.Haz;1.Haz;4.Þub;5;1.Haz;4.Oca;5;33;Oca.65;Oca.61;Nis.35;Nis.14;May.25;Nis.96;30;Oca.65;Oca.61;2.Nis;Þub.26;20;-1;2.Ara;2.May;Oca.85;Oca.78;Oca.55;Nis.46;May.89
B1;10.03.2019;Royal Antwerp FC;Sporting de Charleroi;1;2;A;1;1;D;9;6;3;3;15;15;4;7;0;3;0;1;Oca.85;3.Aðu;3.Aðu;Oca.83;3.Aðu;4.Oca;1.Aðu;3.May;4.May;Oca.83;Mar.97;Nis.15;1.Aðu;Mar.75;4;Oca.85;3.May;4.Mar;32;Oca.91;Oca.84;Mar.97;Mar.66;Nis.35;4.Haz;30;2.Kas;2.Oca;Oca.86;Oca.79;18;-0.5;Oca.91;Oca.84;2.Tem;Oca.99;Oca.88;Mar.86;4.Eyl
B1;10.03.2019;KSV Cercle Brugge;Standard de Liège;1;2;A;0;2;A;5;6;2;2;18;13;5;4;2;1;0;0;4.Þub;3.Aðu;Oca.75;4.Þub;3.Eyl;1.Aðu;4;3.Aðu;Oca.77;Mar.95;Nis.24;Oca.81;3.Eyl;4;Oca.78;4.Oca;3.Aðu;1.Aðu;33;Nis.25;4;Nis.25;Mar.92;Oca.84;Oca.79;30;1.Tem;Oca.66;Þub.25;Þub.18;18;0.5;2.Oca;2.Nis;Oca.88;1.Aðu;Mar.86;Nis.39;Oca.83
B1;10.03.2019;KAS Eupen;Club Brugge KV;0;4;A;0;3;A;3;13;2;10;13;17;2;3;0;0;0;0;5;Nis.33;Oca.57;5;4.Nis;1.Haz;4.Eyl;Nis.15;Oca.57;May.26;Nis.42;Oca.59;May.25;4.Þub;Oca.55;May.25;4.Mar;Oca.57;33;5.May;5.Oca;Nis.45;Nis.25;Oca.63;Oca.58;30;1.Haz;Oca.55;Þub.55;Þub.41;20;1;Oca.93;Oca.86;2.May;Oca.96;May.98;Nis.74;Oca.51
B1;10.03.2019;KRC Genk;Sporting Lokeren;1;0;H;0;0;D;12;7;4;1;11;12;9;0;0;3;0;0;Oca.14;8;15;Oca.15;Aðu.75;15.May;Oca.15;7.Eyl;14.May;Oca.14;Aðu.38;16.73;1.Ara;8;19;Oca.13;8;20;32;Oca.17;Oca.14;Aðu.75;8.Þub;20;15.99;31;Oca.35;Oca.29;Mar.72;Mar.46;19;-2.25;Oca.93;Oca.86;2.Mar;Oca.96;Oca.13;Eyl.51;19.49
B1;10.03.2019;KAA Gent;KV Oostende;2;1;H;1;1;D;19;6;6;2;16;6;8;3;1;0;0;0;Oca.36;4.May;9;1.Nis;Nis.75;8;Oca.37;4.Eyl;6.Aðu;Oca.39;Nis.93;Tem.69;Oca.36;4.Aðu;7.May;Oca.36;5;7.May;33;Oca.42;Oca.38;May.25;4.Eyl;9;Tem.38;30;1.May;Oca.45;Þub.85;Þub.68;20;-1.5;2.Kas;2.Mar;Oca.85;Oca.79;Oca.24;Haz.98;Eki.67
B1;10.03.2019;Royal Excel Mouscron;Sint-Truidense VV;1;1;D;1;1;D;11;16;3;10;18;19;5;9;4;2;2;0;Þub.25;3.Haz;2.Eyl;Þub.25;3.Tem;3;Þub.25;3.Nis;Þub.95;Þub.27;Mar.73;3.Nis;Þub.25;3.Haz;2.Eyl;2.Mar;3.Nis;3;32;Þub.35;Þub.27;Mar.73;Mar.51;3.Oca;Þub.95;29;Oca.91;Oca.84;2;Oca.95;19;-0.25;2.May;Oca.98;Oca.91;Oca.84;Þub.19;Mar.76;Mar.23
B1;10.03.2019;Waasland-Beveren;SV Zulte-Waregem;1;1;D;0;0;D;13;12;7;7;23;19;4;5;1;1;0;0;3.Aðu;3.Haz;1.Eyl;3.May;3.Aðu;2;3.Nis;Mar.55;Oca.97;Mar.34;Mar.84;2.Eyl;3.Nis;3.Haz;2;3.Nis;Mar.75;2;31;3.Aðu;Mar.42;Mar.85;Mar.68;2.Eyl;2.Oca;28;1.Tem;Oca.64;2.Mar;Þub.22;18;0.25;Þub.13;2.Tem;Oca.82;Oca.77;Mar.51;Nis.22;Oca.95
B1;17.03.2019;Sporting de Charleroi;KAS Eupen;1;2;A;1;1;D;6;7;3;3;21;18;5;3;3;1;0;0;Oca.57;4;5.May;1.Tem;4;Nis.75;Oca.65;Mar.75;Nis.85;Oca.66;Mar.96;May.27;Oca.62;3.Aðu;May.25;Oca.65;3.Eyl;5.Þub;34;1.Tem;Oca.66;4;Mar.85;5.May;Nis.97;31;Oca.86;Oca.82;2.May;Oca.98;23;-0.75;Oca.88;Oca.85;2.Haz;Oca.99;Oca.83;Mar.74;Nis.51
B1;17.03.2019;Club Brugge KV;Royal Excel Mouscron;1;2;A;0;1;A;11;8;6;6;21;20;5;5;1;1;0;0;1.Mar;May.25;10;1.Mar;5.May;10;Oca.32;5.Oca;7.Aðu;Oca.32;May.38;Eyl.42;1.Mar;5;9.May;1.Mar;5.Nis;9;34;Oca.36;Oca.32;5.Haz;May.22;10;Aðu.78;31;Oca.55;Oca.48;2.Aðu;Þub.58;21;-1.5;Oca.55;Oca.48;2.Aðu;Þub.58;Oca.27;Haz.15;10.Haz
B1;17.03.2019;KV Kortrijk;Royal Antwerp FC;2;0;H;0;0;D;6;11;3;4;22;14;3;8;2;2;0;0;3.Haz;3.Nis;2.May;3.Haz;3.Nis;2.Oca;Mar.35;Mar.35;2.Oca;Mar.47;Mar.51;Þub.15;3.Mar;3.Nis;2.Oca;3.Nis;3.Nis;2.Oca;32;3.Haz;Mar.37;Mar.51;Mar.38;2.Þub;2.Ara;31;2.May;Oca.99;Oca.86;Oca.81;17;0.25;2.May;Oca.99;Oca.86;Oca.81;Þub.76;Mar.42;Þub.66
B1;17.03.2019;Sporting Lokeren;KSV Cercle Brugge;3;1;H;3;0;H;10;4;5;3;10;20;7;4;0;2;0;0;2.Oca;3.May;Mar.25;2.Þub;3.May;Mar.25;Þub.15;3.Nis;3.Oca;;;;Þub.15;3.May;3.Oca;Þub.15;3.May;3.Þub;34;Þub.25;Þub.18;Mar.75;Mar.51;Mar.25;3.Kas;31;Oca.86;1.Aðu;2.Nis;Oca.99;19;-0.25;Oca.97;Oca.91;Oca.98;Oca.92;2.Mar;3.Aðu;3
B1;17.03.2019;KV Oostende;RSC Anderlecht;0;2;A;0;0;D;10;18;2;7;10;7;5;7;1;1;0;0;May.25;3.Aðu;1.Haz;Nis.75;4.Oca;Oca.67;Nis.65;Mar.95;Oca.65;Nis.66;Nis.23;Oca.69;4.Haz;4;Oca.65;4.Aðu;4;Oca.67;34;May.25;Nis.68;Nis.23;4;1.Tem;Oca.66;31;172;Oca.67;Þub.24;Þub.17;23;0.75;2.Mar;Oca.99;1.Eyl;Oca.85;5.Tem;Nis.28;Oca.65
B1;17.03.2019;Sint-Truidense VV;KAA Gent;0;2;A;0;1;A;15;14;6;6;12;23;6;7;1;2;0;0;3.May;Mar.75;Oca.95;3.May;3.Eyl;Oca.95;Mar.35;Mar.85;Oca.93;Mar.38;4.Kas;2;3.May;3.Aðu;Oca.91;3.May;3.Eyl;Oca.93;34;3.Haz;3.Nis;4.Kas;Mar.88;2.Nis;Oca.95;31;Oca.46;Oca.43;Þub.88;Þub.71;20;0.25;Þub.21;Þub.13;Oca.76;Oca.73;3.Aðu;Mar.92;Þub.21
B1;17.03.2019;Standard de Liège;Waasland-Beveren;4;3;H;0;2;A;24;7;11;5;11;16;14;5;1;2;0;0;Oca.25;May.25;13;Oca.25;6;12;Oca.26;5.Nis;9.Eyl;Oca.25;5.Eyl;Ara.41;Oca.24;5.May;12;Oca.25;May.75;11.May;34;Oca.28;Oca.26;6;May.62;13;Kas.13;31;Oca.55;Oca.51;Þub.57;Þub.48;21;-1.75;2.Haz;2;Oca.88;Oca.83;Oca.24;Haz.26;Ara.55
B1;17.03.2019;SV Zulte-Waregem;KRC Genk;3;3;D;1;2;A;11;13;6;7;10;14;1;5;2;2;0;0;4.Þub;4.Þub;1.Tem;4.Þub;4.Þub;Oca.75;4.Oca;4;1.Tem;Nis.31;Nis.26;Oca.74;Nis.33;4;1.Tem;4.Þub;4.Þub;1.Tem;34;4.Nis;Nis.17;Nis.26;4.Aðu;Oca.82;Oca.73;31;Oca.48;Oca.45;Oca.78;Þub.65;23;0.75;Oca.97;Oca.92;Oca.98;Oca.92;Nis.94;Nis.91;Oca.58
